week,HHI
2025-01-16,0.30533260859611067
2025-01-23,0.32523114443130496
2025-01-30,0.3458268061711689
2025-02-06,0.37237650411795964
2025-02-13,0.34808605845931234
2025-02-20,0.34004596519472374
2025-02-27,0.35474394909011225
2025-03-06,0.3523918267121346
2025-03-13,0.3494175452471803
2025-03-20,0.35541823490296487
2025-03-27,0.3439451481268542
2025-04-03,0.3320631688254406
2025-04-10,0.35042660383821284
2025-04-17,0.3982198569015121
2025-04-24,0.39682139246636317
2025-05-01,0.41457831520064253
2025-05-08,0.4298919868652712
2025-05-15,0.4034084500434337
2025-05-22,0.3897999047423695
2025-05-29,0.395770039673468
2025-06-05,0.42071472244901187
2025-06-12,0.3882032294368206
2025-06-19,0.40927088188740257
2025-06-26,0.390586244890924
2025-07-03,0.3828682207225535
2025-07-10,0.36935954660536163
2025-07-17,0.3142987350037435
2025-07-24,0.25130583696987685
2025-07-31,0.28452986255075435
2025-08-07,0.2751771733715661
2025-08-14,0.2795350411009116
2025-08-21,0.264157091030866
2025-08-28,0.3062506303941425
2025-09-04,0.3543221306472523
2025-09-11,0.3209972169793236
2025-09-18,0.29391432364440306
2025-09-25,0.3125609968844334
2025-10-02,0.2904530141342332
2025-10-09,0.3580385327699274
2025-10-16,0.34012540597562363
2025-10-23,0.3666853360634815
2025-10-30,0.37503120263152556
2025-11-06,0.3508641544044694
2025-11-13,0.3483325827957333
2025-11-20,0.4014615662113643
2025-11-27,0.3730941214765368
2025-12-04,0.3611793094043939
2025-12-11,0.330938882420415
2025-12-18,0.3019128949701683
2025-12-25,0.28500373641464544
2026-01-01,0.30421398181671544
2026-01-08,0.3288970697422321
2026-01-15,0.3037214029039321
2026-01-22,0.30456268611805715
2026-01-29,0.2584140773240286
2026-02-05,0.3236642513554141
2026-02-12,0.3056454110966987
2026-02-19,0.32513233611197184
2026-02-26,0.3407407383535554
2026-03-05,0.39217313309766516
2026-03-12,0.3940036910561655
2026-03-19,0.35857141815651494
2026-03-26,0.3321425896506705
2026-04-02,0.31371610165150154
2026-04-09,0.32101464039927663
2026-04-16,0.29824018568173355
2026-04-23,0.3184593830360449
2026-04-30,0.322025785960721
2026-05-07,0.3509138856950739
2026-05-14,0.30307436768596835
