week,HHI
2022-06-23,0.17703214559803304
2022-06-30,0.20076466754981345
2022-07-07,0.2512014903009378
2022-07-14,0.2456899920250581
2022-07-21,0.21283929315353503
2022-07-28,0.19594034498035376
2022-08-04,0.20244716767362328
2022-08-11,0.24572176206349158
2022-08-18,0.19694936726815152
2022-08-25,0.19640383213498167
2022-09-01,0.19416841138063134
2022-09-08,0.21285409122733823
2022-09-15,0.2112061580105877
2022-09-22,0.2120685965131094
2022-09-29,0.2252454575588909
2022-10-06,0.20304730579611718
2022-10-13,0.18910507577161045
2022-10-20,0.18514553369652562
2022-10-27,0.15932859563494167
2022-11-03,0.18874151377241882
2022-11-10,0.19065517380406286
2022-11-17,0.16954897008093414
2022-11-24,0.19242697220417523
2022-12-01,0.21144784642141562
2022-12-08,0.20130060014376103
2022-12-15,0.1877260988093347
2022-12-22,0.1737611848691331
2022-12-29,0.16646113995018808
2023-01-05,0.16903565949527063
2023-01-12,0.15696954835786034
2023-01-19,0.1619317159414074
2023-01-26,0.1438049479503865
2023-02-02,0.17586010071000044
2023-02-09,0.17307387978090283
2023-02-16,0.1683451547130971
2023-02-23,0.15166033424221173
2023-03-02,0.14090176347590197
2023-03-09,0.14077473949393296
2023-03-16,0.16383398760063667
2023-03-23,0.14147595479355649
2023-03-30,0.15278277537598556
2023-04-06,0.16292012042210263
2023-04-13,0.18295036311856494
2023-04-20,0.1669800270037304
2023-04-27,0.15074947273442782
2023-05-04,0.14093196271907033
2023-05-11,0.1314675001907525
2023-05-18,0.12619082629519515
2023-05-25,0.16734338585852898
2023-06-01,0.15291254457997638
2023-06-08,0.16419067031417298
2023-06-15,0.19454902778093702
2023-06-22,0.20310932650224844
2023-06-29,0.16240277321236068
2023-07-06,0.14658252532638733
2023-07-13,0.13588172676240598
2023-07-20,0.1404867812478422
2023-07-27,0.1278428746639126
2023-08-03,0.1561728253214572
2023-08-10,0.15382810776840178
2023-08-17,0.15596076959727032
2023-08-24,0.20243004346919768
2023-08-31,0.18546587575572412
2023-09-07,0.16642681408218696
2023-09-14,0.16734803702633622
2023-09-21,0.17455208252569715
2023-09-28,0.18242361148613578
2023-10-05,0.19396050993406955
2023-10-12,0.17535106539849143
2023-10-19,0.20719987251895183
2023-10-26,0.17272896528722662
2023-11-02,0.15460435984113038
2023-11-09,0.14169429223797614
2023-11-16,0.147503775789866
2023-11-23,0.16102846285853067
2023-11-30,0.16765334248095493
2023-12-07,0.2924540772487663
2023-12-14,0.35717940628645756
2023-12-21,0.36172365656534317
2023-12-28,0.4050039867524467
2024-01-04,0.3190085788273283
2024-01-11,0.3323506778361076
2024-01-18,0.37581411146374794
2024-01-25,0.39903605094998573
2024-02-01,0.3318058744019619
2024-02-08,0.33151252651608343
2024-02-15,0.29129484391542787
2024-02-22,0.29389319153337023
2024-02-29,0.30600470138615266
2024-03-07,0.28982924161595475
2024-03-14,0.3449011297857732
2024-03-21,0.2637997850459523
2024-03-28,0.28052131836983707
2024-04-04,0.25049659522202883
2024-04-11,0.19871132058848545
2024-04-18,0.2206031793559895
2024-04-25,0.1794650891407081
2024-05-02,0.20222984881906486
2024-05-09,0.22696097876427632
2024-05-16,0.24973207354345622
2024-05-23,0.21472018358403724
2024-05-30,0.2511686851367392
2024-06-06,0.2508311664681674
2024-06-13,0.21767222402094588
2024-06-20,0.2249349664294122
2024-06-27,0.23425989847954448
2024-07-04,0.1984292311210711
2024-07-11,0.16945858853922452
2024-07-18,0.17016911380581917
2024-07-25,0.17244583455665097
2024-08-01,0.17406201858241352
2024-08-08,0.19162617898306028
2024-08-15,0.16510298972656812
2024-08-22,0.1819580487660244
2024-08-29,0.2079383455886263
2024-09-05,0.23857542281168947
2024-09-12,0.21659589295976056
2024-09-19,0.22110565814892724
2024-09-26,0.2284871589684082
2024-10-03,0.23163894884844768
2024-10-10,0.26563481139127554
2024-10-17,0.2428574073706011
2024-10-24,0.25893950968622054
2024-10-31,0.25009806002496027
2024-11-07,0.24787624087388416
2024-11-14,0.27307428034333353
2024-11-21,0.28939248662541905
2024-11-28,0.2861674222809317
2024-12-05,0.32848820289065683
2024-12-12,0.41083265225165366
2024-12-19,0.40433238934819055
2024-12-26,0.38850496161155695
2025-01-02,0.3823437077439825
2025-01-09,0.3911907228921647
2025-01-16,0.3898217516639209
2025-01-23,0.3908022079312788
2025-01-30,0.35252154785514983
2025-02-06,0.32182254106488994
2025-02-13,0.33047998710475895
2025-02-20,0.28898198439421124
2025-02-27,0.3098817182970472
2025-03-06,0.29970581013601105
2025-03-13,0.31403396587169785
2025-03-20,0.3118009045592755
2025-03-27,0.30617697099346414
2025-04-03,0.3184948830277901
2025-04-10,0.2954274802228015
2025-04-17,0.35187598988761787
2025-04-24,0.31148879937290225
2025-05-01,0.3193257248985229
2025-05-08,0.3336241249928607
2025-05-15,0.2780074961313452
2025-05-22,0.29533866302043965
2025-05-29,0.2966605733400464
2025-06-05,0.276499053200826
2025-06-12,0.251380458757787
2025-06-19,0.2683013514639323
2025-06-26,0.24232655584808876
2025-07-03,0.229313620235934
2025-07-10,0.23244966019122712
2025-07-17,0.16539395806568996
2025-07-24,0.24763569346537148
2025-07-31,0.331105735900623
2025-08-07,0.27649325427322485
2025-08-14,0.22347332377841012
2025-08-21,0.20557516426199848
2025-08-28,0.2176941020931171
2025-09-04,0.18855581804591812
2025-09-11,0.20075161302300432
2025-09-18,0.17843988149551115
2025-09-25,0.18686301288593885
2025-10-02,0.17775142203559724
2025-10-09,0.1761685590470215
2025-10-16,0.1848213775581465
2025-10-23,0.1986795300192394
2025-10-30,0.15960220840875466
2025-11-06,0.18466824399301815
2025-11-13,0.2558271345900697
2025-11-20,0.22973638522986428
2025-11-27,0.2152158274104626
2025-12-04,0.19633563047835462
2025-12-11,0.2184797753065054
2025-12-18,0.23388105993712666
2025-12-25,0.24340165657086377
2026-01-01,0.22410344060016488
2026-01-08,0.2754436908483411
2026-01-15,0.27599147945073993
2026-01-22,0.2498883083923542
2026-01-29,0.22845236584802378
2026-02-05,0.2415829600562796
2026-02-12,0.2246843301068483
2026-02-19,0.20939215464836397
2026-02-26,0.223100875781434
2026-03-05,0.26409621995397436
2026-03-12,0.20081646270305195
2026-03-19,0.19509055689600568
2026-03-26,0.23284541538457898
2026-04-02,0.2638618847068533
2026-04-09,0.2578976757623671
2026-04-16,0.2312756134346405
2026-04-23,0.2261338876938279
2026-04-30,0.1993451931250431
2026-05-07,0.24044103279650036
2026-05-14,0.22109712242927193
